33,E01020611,27,16,13,20,20,33,32,17,23,26,23,13,16,16,19,19,16,14,10,12,14,13,7,8,4,12
34,E01020612,18,23,21,19,29,33,30,28,35,30,23,20,13,19,25,22,19,9,18,16,13,7,9,10,5,9
35,E01020647,21,17,20,13,23,18,21,9,9,4,11,6,6,4,2,1,7,3,7,2,2,1,2,1,0,2
36,E01020648,23,20,15,17,13,16,18,10,19,21,16,8,12,4,13,6,10,9,8,11,4,1,4,2,3,7
37,E01020649,21,18,12,18,26,26,23,15,20,17,6,13,8,4,3,7,5,5,3,2,2,4,2,2,2,9
38,E01020673,17,24,20,20,19,14,22,10,14,14,14,17,9,13,3,15,12,14,13,6,13,7,8,7,1,18
39,E01020675,27,26,28,19,14,21,24,18,23,23,15,12,17,15,16,22,19,9,16,16,16,12,8,2,7,30
40,E01020624,23,10,17,12,21,12,16,10,12,7,11,6,7,6,6,11,6,10,3,8,4,4,3,2,1,6
41,E01020625,31,23,13,27,15,13,20,9,18,19,16,16,10,9,9,22,10,8,14,11,10,8,7,5,5,19
42,E01020670,20,19,31,26,23,33,25,19,17,18,25,13,12,12,18,11,14,9,12,10,11,7,3,6,6,18
43,E01020671,5,12,13,12,9,9,15,12,11,15,17,11,7,3,4,7,4,5,2,1,2,4,3,0,1,6
44,E01020672,22,22,20,20,26,20,21,17,19,15,8,13,19,15,9,8,6,8,3,2,1,0,0,3,3,8
45,E01020632,20,22,18,26,19,20,17,16,17,10,16,14,7,10,11,9,7,6,8,5,3,0,9,4,2,9
46,E01020640,27,21,22,18,24,24,33,19,14,18,18,12,6,12,4,11,7,10,10,5,3,1,5,1,0,6
47,E01020641,16,16,22,22,31,28,25,24,16,24,20,21,18,20,16,16,19,14,14,13,16,8,13,11,9,38
48,E01020642,16,15,21,25,17,19,12,15,13,14,12,12,16,14,14,18,10,6,13,9,2,8,4,4,1,21
49,E01020643,23,24,21,19,27,26,15,12,16,17,26,12,17,18,16,12,13,8,9,8,3,7,7,10,8,15
50,E01020667,19,17,18,21,25,17,32,22,19,24,24,23,18,19,13,19,14,10,4,9,4,3,2,5,1,11
51,E01020592,15,14,12,7,14,16,10,12,6,8,8,6,10,11,9,4,2,4,5,3,3,0,1,1,0,7
52,E01020593,8,14,14,14,12,15,13,11,9,20,11,6,8,3,4,8,6,4,6,10,5,1,2,5,3,9
53,E01020599,27,23,24,18,19,19,20,18,18,11,11,10,11,6,11,14,14,10,10,6,6,14,10,6,4,26
54,E01020601,21,21,12,12,12,13,13,13,16,8,20,12,13,10,18,5,4,6,7,3,8,5,3,3,2,12
55,E01020602,24,23,15,22,13,19,29,29,28,22,22,18,17,24,27,26,18,14,16,19,10,11,9,7,8,48
56,E01020618,12,20,15,17,9,16,22,17,14,14,23,4,8,13,5,12,14,9,7,2,9,3,2,2,1,20
57,E01020650,26,22,23,29,25,16,29,20,22,27,14,14,9,13,10,11,17,15,9,4,7,3,3,2,3,8
58,E01020651,21,17,12,23,21,23,28,25,26,30,25,13,16,28,17,15,14,15,10,12,9,13,6,12,10,25
59,E01020652,14,18,25,20,21,28,29,12,23,13,7,10,9,14,13,14,9,10,14,5,17,10,14,16,9,46
60,E01020668,22,14,16,15,8,15,24,11,15,5,9,5,8,11,13,7,7,10,5,8,7,3,3,3,2,13
61,E01020669,17,21,17,24,16,12,18,14,8,18,14,10,18,10,15,5,5,6,8,3,5,4,4,4,9,27
62,E01020594,14,16,26,23,22,23,15,10,17,15,11,12,11,15,8,10,10,8,7,4,7,9,3,1,6,11
63,E01020595,27,12,11,22,31,25,36,33,24,21,20,24,17,22,17,16,23,17,13,11,9,7,8,7,3,24
64,E01020600,18,21,15,20,25,21,32,24,34,28,18,20,13,21,13,24,13,10,14,17,11,5,8,4,5,14
65,E01020603,17,21,18,25,19,20,27,18,21,17,23,8,12,7,8,9,6,5,5,7,7,3,10,3,4,4
66,E01020605,33,26,18,23,23,27,34,21,20,11,11,10,13,11,13,9,10,10,3,8,6,5,9,2,3,9
67,E01020630,13,11,15,14,13,7,21,13,12,7,17,10,8,8,9,20,11,13,5,7,2,9,4,2,1,2
68,E01020631,14,24,27,21,18,13,19,17,8,16,16,10,21,14,15,9,12,18,13,14,6,3,4,6,0,10
69,E01020637,27,22,17,21,18,17,23,29,30,22,22,26,16,23,20,8,12,13,3,6,4,7,8,7,1,10
70,E01020644,24,33,26,28,26,38,32,22,21,19,7,15,18,16,10,8,11,7,10,6,5,1,5,3,0,5
71,E01020645,11,8,22,18,15,18,18,8,13,15,8,4,14,5,6,8,15,3,4,3,5,4,2,5,2,13
72,E01020590,18,22,9,19,18,23,26,15,16,13,12,10,3,16,4,11,14,5,7,4,6,3,1,1,1,5
73,E01020591,19,21,21,14,21,29,26,22,8,17,12,19,7,11,5,14,12,8,11,10,9,4,12,4,7,11
74,E01020608,25,25,26,26,19,13,23,19,25,18,15,12,12,10,7,9,10,9,4,10,4,4,4,5,4,6
75,E01020609,15,16,20,18,15,25,30,27,15,26,8,21,20,19,16,20,16,11,10,10,5,4,3,5,1,12
76,E01020610,26,31,28,23,25,30,34,14,18,16,8,13,9,6,5,5,6,7,3,5,7,5,6,5,2,5
77,E01020750,24,20,25,14,8,16,19,16,15,18,13,19,11,12,20,8,9,6,7,11,6,4,3,1,1,23
78,E01020781,20,7,14,12,11,11,16,12,8,7,8,6,6,14,12,12,16,13,14,7,14,17,20,11,8,18
79,E01020786,24,15,27,33,22,26,36,23,22,18,16,20,17,11,9,19,15,18,7,10,7,1,3,3,2,9
80,E01020787,20,12,21,23,25,29,21,18,12,14,7,17,11,9,11,14,4,8,11,5,4,4,6,4,7,20
81,E01033163,15,14,10,12,17,13,19,13,5,10,5,8,8,11,12,12,11,6,7,5,7,6,4,3,3,7
82,E01033202,15,9,7,12,12,12,6,10,15,13,7,10,5,8,8,9,7,5,10,8,3,2,1,4,0,14
83,E01020740,24,17,22,20,19,17,8,16,15,12,7,8,7,7,8,8,6,4,5,3,2,1,4,1,2,6
84,E01020741,18,11,9,14,10,7,8,6,11,9,5,4,7,11,4,4,4,4,4,3,0,1,1,3,2,5
85,E01020742,10,20,19,12,8,11,10,6,13,11,14,7,14,8,5,4,8,8,8,4,4,1,4,1,2,7
86,E01020782,22,19,14,29,21,11,15,11,14,13,9,19,9,6,8,20,12,6,6,8,9,11,7,6,4,28
87,E01020783,13,9,8,9,18,9,14,16,12,16,10,14,6,9,5,8,6,14,14,8,8,6,3,4,2,7
88,E01020784,19,18,14,22,14,15,23,11,15,15,6,5,11,12,8,13,11,16,9,11,7,6,4,7,3,9
89,E01020743,9,12,9,10,8,11,7,9,9,7,7,7,7,4,2,4,3,5,5,3,2,0,2,3,0,3
90,E01020747,8,13,11,16,12,12,13,11,9,9,4,6,10,4,9,7,6,3,10,5,7,4,3,7,8,11
91,E01020748,10,7,4,8,16,9,10,6,7,8,6,2,6,7,1,1,5,7,4,1,2,4,2,2,2,5
92,E01020749,20,25,34,26,33,25,41,21,25,29,17,15,22,17,13,18,25,8,20,12,11,10,3,1,7,20
93,E01020773,30,19,23,15,21,28,24,27,18,21,14,17,9,7,9,14,18,5,6,3,3,2,6,2,0,8
94,E01020775,20,14,17,19,21,18,21,10,14,18,19,8,13,16,13,14,7,10,7,6,6,3,3,5,1,10
95,E01020604,28,22,22,23,17,16,17,17,14,8,7,7,12,7,5,11,5,11,8,4,4,5,4,6,6,3
96,E01020607,24,19,25,20,22,25,20,12,21,14,18,14,11,10,13,10,13,6,6,5,4,6,6,1,3,7
97,E01020619,12,20,18,20,14,27,25,11,17,14,17,9,13,12,16,10,9,10,12,6,5,8,6,0,5,6
98,E01020620,18,16,23,22,19,22,20,9,19,13,10,10,17,9,15,7,11,9,8,3,4,4,3,4,3,4
99,E01020621,19,21,20,19,23,20,23,26,17,21,20,28,17,13,11,12,11,7,5,6,5,5,1,3,5,12
100,E01020633,17,28,29,33,21,15,21,16,20,16,13,10,6,8,7,11,11,10,4,7,2,4,7,0,6,6
101,E01020664,23,36,22,25,33,28,28,15,28,26,12,16,18,17,13,19,12,13,9,7,7,9,11,3,8,15
102,E01020665,14,20,23,17,23,29,39,28,22,14,12,12,11,8,7,12,18,12,15,9,8,6,6,10,6,12
103,E01020666,25,15,21,19,20,21,21,23,28,27,22,26,13,19,20,12,14,15,14,13,3,5,10,10,2,9
104,E01020776,27,15,22,23,18,25,25,29,32,18,17,18,18,24,14,13,12,24,14,7,6,12,10,12,4,21
105,E01033161,10,12,15,15,14,8,9,10,7,9,13,10,10,4,10,8,7,7,7,4,9,3,7,4,1,10
106,E01033198,12,7,15,12,14,7,10,6,4,10,7,5,7,5,7,7,4,6,10,7,5,1,4,1,3,2
107,E01033205,16,13,17,7,14,15,23,10,19,18,12,10,9,10,18,9,11,9,2,4,4,2,5,4,3,6
108,E01033206,8,18,20,14,16,17,17,9,12,11,8,8,6,4,3,8,7,5,7,3,5,5,5,3,0,12
109,E01020709,50,29,39,34,29,22,31,23,18,21,17,7,14,8,16,9,11,6,4,5,5,0,3,2,1,6
110,E01020717,30,32,27,33,39,44,44,34,36,54,30,19,11,26,26,26,18,20,17,20,8,7,3,7,6,12
111,E01020718,24,15,20,14,22,28,30,27,19,28,19,13,11,20,15,18,16,13,9,10,11,12,5,12,3,17
112,E01020719,25,17,19,22,31,21,25,22,17,17,9,8,10,5,2,8,4,1,1,3,3,5,2,3,2,4
113,E01020721,13,19,19,19,14,10,30,24,15,9,12,15,5,7,5,3,5,0,0,2,0,5,2,1,5,4
114,E01020708,18,13,14,14,11,14,17,17,10,18,14,8,13,13,8,10,10,8,10,10,6,5,9,4,4,17
115,E01020710,17,20,28,18,25,20,15,13,17,18,9,10,8,16,12,7,5,10,5,5,3,2,4,5,4,3
116,E01020711,15,18,17,24,22,30,22,11,12,17,11,7,11,16,16,15,13,7,13,14,10,8,8,14,5,45
117,E01020720,23,18,11,18,15,29,24,21,19,14,10,15,13,10,6,22,6,13,13,15,11,9,7,6,3,7
118,E01020646,15,14,29,18,27,13,20,14,12,21,19,12,9,10,20,5,7,10,6,10,4,2,2,5,4,15
119,E01020658,26,24,18,20,24,22,18,18,10,12,15,15,10,13,10,14,13,10,9,16,15,7,9,6,10,33
120,E01020659,23,21,13,25,16,15,27,10,16,11,9,4,13,6,13,7,9,6,6,8,9,5,7,5,1,9
121,E01020660,24,22,23,22,22,27,29,15,24,23,18,11,17,15,15,5,7,7,3,9,10,9,6,12,7,10
122,E01020751,14,16,19,18,14,16,22,22,18,18,10,14,16,6,8,8,22,2,6,7,8,6,14,4,0,7
123,E01020752,15,12,16,10,11,16,12,15,12,5,6,7,6,4,7,7,3,5,4,2,6,2,3,2,3,5
124,E01020754,18,23,15,28,17,20,28,13,21,22,18,14,12,19,17,17,12,11,8,3,7,5,3,7,4,9
125,E01020756,23,25,13,31,29,19,29,13,21,17,9,6,10,11,11,7,10,6,11,8,10,3,1,3,0,6
126,E01020679,15,20,26,22,9,17,17,13,15,16,10,8,6,11,8,13,12,14,7,9,2,3,4,2,1,8
127,E01020680,22,19,22,19,18,31,23,26,26,26,20,13,9,12,12,7,13,9,11,6,5,3,4,2,3,10
128,E01020681,20,25,37,23,22,26,32,16,15,21,16,7,9,16,8,8,11,6,5,5,7,6,1,2,2,11
129,E01020714,17,29,20,33,25,23,26,19,19,21,16,19,14,15,8,9,12,12,4,4,3,5,3,4,4,4
130,E01020716,19,22,22,14,20,19,17,13,14,11,9,8,6,6,8,9,12,6,10,6,5,2,4,4,4,9
131,E01020725,19,29,27,15,22,21,21,13,17,8,21,13,7,9,11,10,9,11,15,6,7,4,9,4,1,11
132,E01020726,18,27,12,18,28,20,23,24,13,25,18,9,10,15,5,12,9,6,7,6,6,2,2,1,2,11
133,E01020727,13,17,12,16,17,12,12,13,10,16,13,10,10,10,11,6,11,7,7,6,3,6,3,1,1,20
134,E01020729,22,13,22,28,32,18,32,22,16,13,15,8,12,14,11,12,9,6,6,12,1,8,4,5,3,9
135,E01020730,26,25,25,12,18,18,21,14,19,32,19,13,11,9,13,12,11,20,12,9,8,8,6,4,4,19
136,E01020731,12,25,22,27,25,35,25,21,15,8,9,9,10,9,13,7,6,2,4,6,7,3,3,3,3,9
137,E01020682,26,38,38,34,41,49,58,45,41,35,29,26,26,19,26,17,20,14,14,10,17,15,10,4,4,26
138,E01020683,24,24,25,34,24,25,36,20,25,22,21,17,25,11,16,9,12,12,8,4,6,4,10,8,7,17
139,E01020690,10,21,16,26,26,23,24,18,22,17,25,11,11,16,14,22,21,19,20,11,12,12,10,7,6,12
140,E01020691,18,7,12,14,10,11,19,5,11,8,10,14,7,9,9,14,12,4,4,6,7,5,4,4,3,8
141,E01020692,27,15,26,29,34,28,41,28,30,34,28,22,28,20,20,15,21,12,7,9,9,6,8,2,0,7
142,E01020693,21,10,12,17,18,6,18,12,10,16,16,10,11,9,10,11,12,7,11,7,3,5,5,0,5,9
143,E01020722,22,19,16,18,21,20,24,14,14,18,12,7,13,13,17,9,8,9,8,7,3,12,9,5,6,7
144,E01020723,12,17,10,7,10,17,26,18,22,7,12,9,8,16,7,6,7,10,7,3,6,11,4,3,4,14
145,E01020724,12,6,7,12,12,17,11,5,10,15,7,8,8,10,6,8,3,7,3,4,9,0,6,3,2,5
146,E01020703,5,6,8,9,7,8,9,9,4,9,8,3,6,18,9,7,4,3,6,5,3,2,6,2,6,21
147,E01033164,4,6,10,5,9,9,10,4,7,2,4,3,4,10,5,7,9,8,0,4,1,1,5,2,4,9
148,E01033195,6,10,10,7,9,10,12,4,13,11,6,14,5,7,3,7,6,7,7,4,4,11,9,5,4,4
149,E01033197,12,10,5,6,9,7,6,6,5,3,5,8,2,5,11,6,7,7,2,3,10,9,4,8,9,20
150,E01033221,3,8,11,6,7,6,7,6,5,4,3,5,5,6,12,5,5,1,5,3,6,3,7,4,2,7
151,E01020705,20,17,27,15,16,30,17,8,14,17,11,9,11,5,8,22,10,11,8,9,9,4,4,5,4,9
152,E01020706,27,30,23,24,31,21,25,18,17,22,29,16,20,13,23,19,15,9,8,10,6,5,4,5,4,17
153,E01020715,23,19,22,20,30,31,24,24,22,25,16,10,13,8,10,9,7,6,6,6,8,6,3,4,2,13
154,E01020745,18,10,15,13,14,17,27,21,12,8,17,15,13,10,11,7,6,4,6,1,6,7,6,4,4,15
155,E01020753,14,18,18,16,25,17,19,17,16,13,15,10,14,14,18,15,8,15,8,26,7,19,14,11,4,43
156,E01020757,13,7,8,7,8,9,7,9,6,5,7,4,2,2,2,5,5,7,0,4,5,5,4,5,3,6
157,E01020758,11,12,16,9,16,6,9,6,2,10,11,5,4,4,7,8,2,6,4,4,3,2,2,1,3,4
158,E01020759,10,8,16,12,3,12,18,9,10,3,3,3,3,3,3,4,3,3,5,1,3,2,0,2,0,6
159,E01020765,19,17,18,20,23,9,13,5,9,11,11,6,6,8,6,6,8,9,5,3,2,4,2,1,1,5
160,E01020684,32,13,22,23,32,23,16,16,11,24,15,10,12,8,16,10,12,9,9,5,3,2,6,1,2,13
161,E01020702,28,18,24,17,19,21,20,22,19,29,19,14,17,14,13,7,12,9,10,12,5,5,7,8,6,43
162,E01020704,15,13,16,12,8,17,20,11,11,11,6,9,10,10,11,10,10,9,5,2,8,4,3,6,1,7
163,E01020712,16,24,23,23,19,25,20,9,20,15,6,4,8,10,6,14,9,12,6,11,2,4,3,1,2,19
164,E01020713,26,21,19,26,12,33,28,18,17,26,16,12,10,6,11,11,8,7,11,9,6,6,9,1,3,13
165,E01020760,17,23,30,25,15,20,28,21,11,17,17,13,17,20,20,10,10,8,10,9,6,6,3,5,1,6
166,E01020761,7,12,13,15,17,17,13,15,6,8,5,9,5,9,5,2,6,3,7,3,5,2,0,1,1,4
167,E01020762,11,16,8,5,15,14,16,18,14,18,16,5,17,7,16,11,9,10,11,10,13,7,4,6,5,15
168,E01020763,14,22,23,14,17,23,20,15,18,18,16,16,9,13,12,11,14,8,13,5,11,5,2,5,4,8
169,E01020733,10,9,14,14,14,14,12,12,7,14,5,8,3,7,7,2,7,1,4,2,4,2,2,3,3,5
170,E01020734,7,6,5,12,10,13,15,26,8,12,7,14,7,5,4,1,3,3,3,2,4,7,8,3,4,2
171,E01020735,13,8,12,16,15,17,15,9,17,17,8,11,9,8,12,12,10,11,1,6,4,5,6,4,2,12
172,E01020770,10,8,12,14,16,12,9,22,10,12,9,10,18,7,8,6,6,3,5,5,6,5,3,6,0,6
173,E01020771,18,7,8,9,10,3,11,8,4,10,11,11,7,11,10,8,12,9,14,9,4,5,8,6,5,14
174,E01020780,9,11,12,11,5,12,11,16,9,12,6,10,6,7,11,8,7,7,9,4,8,8,8,1,2,4
175,E01020764,12,12,20,19,13,16,11,16,10,14,18,9,11,3,13,5,5,5,11,5,6,4,5,4,3,7
176,E01020766,28,13,34,20,23,11,14,19,17,23,16,12,18,20,18,20,14,14,18,8,10,14,6,6,3,21
177,E01020767,16,11,16,25,22,20,19,26,25,24,20,14,14,12,15,11,12,15,11,9,4,7,2,3,1,9
178,E01020768,12,19,13,19,8,20,19,12,12,15,17,7,12,19,7,6,7,9,4,9,3,3,4,2,1,5
179,E01020746,21,18,18,13,11,19,15,13,13,13,11,23,13,15,10,14,16,11,14,8,6,4,5,0,3,11
180,E01020769,10,18,11,8,13,7,19,9,8,12,3,4,8,8,10,12,13,12,9,10,4,1,2,0,3,7
181,E01020777,19,16,12,6,14,20,9,17,14,13,10,8,7,13,15,9,5,11,12,9,7,8,6,2,5,10
182,E01020778,19,18,24,21,37,21,12,20,10,10,8,13,6,12,9,8,7,3,3,3,5,4,5,5,3,6
183,E01020779,26,28,24,29,29,28,26,23,29,19,14,22,14,12,9,5,2,9,4,5,2,0,1,1,1,5
184,E01020685,38,25,24,29,20,31,40,26,21,13,17,18,14,18,8,12,18,11,15,6,7,10,8,9,3,24
185,E01020686,21,26,23,17,25,18,23,19,18,16,14,11,13,13,10,14,20,9,8,8,4,5,8,5,5,8
186,E01020687,26,21,25,27,23,22,31,20,17,11,10,17,17,14,10,4,10,9,2,4,11,6,9,11,5,18
187,E01020688,24,17,18,16,20,28,21,17,17,12,9,7,6,9,9,4,6,4,6,4,2,2,2,1,0,4
188,E01020689,14,14,22,19,13,14,12,13,14,10,10,9,9,10,10,9,6,8,11,5,3,7,10,6,3,31
189,E01020736,19,19,13,8,19,24,19,16,17,17,6,10,8,7,11,3,2,2,2,4,5,5,5,1,1,8
190,E01020737,22,17,10,9,15,18,21,21,18,18,13,6,11,11,13,13,11,6,11,15,3,5,6,2,4,10
191,E01020738,12,14,14,15,16,17,9,12,13,13,13,19,18,6,10,8,7,6,5,7,5,3,6,4,4,7
192,E01020739,22,16,28,25,14,21,15,16,20,15,12,9,12,3,14,11,9,9,9,14,9,9,5,5,4,12
193,E01020744,11,13,19,15,16,12,14,8,13,8,11,13,16,12,10,10,12,9,5,12,2,8,5,6,3,3
194,E01020788,16,24,15,19,17,23,23,22,22,15,11,11,9,10,13,5,3,2,6,3,7,5,5,3,0,7
195,E01020789,13,14,11,15,29,16,17,31,25,17,15,23,13,15,8,15,13,12,7,9,11,13,8,6,4,8
196,E01020790,12,11,13,23,8,25,21,15,14,13,9,9,10,8,12,13,3,9,5,6,3,1,4,2,1,7
197,E01020791,7,9,11,11,16,26,17,15,18,12,13,12,16,5,9,10,3,10,9,9,1,4,7,4,1,13
198,E01020792,15,10,17,16,12,13,15,11,15,15,10,6,9,14,12,6,11,9,10,4,4,5,3,3,6,15
199,E01020694,17,17,11,11,15,15,18,15,6,16,12,8,10,14,13,7,6,4,10,6,4,3,5,7,7,12
200,E01020696,17,17,20,18,16,19,19,19,23,8,9,7,10,13,13,2,8,7,2,5,3,2,1,3,4,13
201,E01020697,13,19,13,9,14,18,25,11,22,21,13,11,6,7,12,5,8,4,2,4,1,8,6,5,6,23
202,E01020732,31,43,34,31,34,25,24,24,18,27,26,25,14,14,16,9,19,8,11,12,14,9,12,7,6,38
203,E01020889,21,27,21,32,24,35,30,13,21,17,21,10,17,15,4,11,13,12,14,6,11,6,5,4,7,7
204,E01020890,28,32,19,23,38,34,43,20,29,28,30,27,21,17,16,16,15,15,7,7,11,11,9,5,8,22
205,E01020891,34,39,21,41,31,30,32,23,25,24,17,21,17,19,18,14,14,11,7,8,10,8,6,3,3,10
206,E01020905,20,22,33,26,27,25,36,31,16,29,17,15,11,19,11,12,9,12,16,10,9,5,12,3,3,14
207,E01020906,32,26,26,32,38,35,37,24,25,26,13,14,18,11,11,13,10,9,8,13,3,7,5,3,8,15
208,E01020772,34,24,21,23,21,33,16,20,25,22,14,16,14,16,13,11,12,11,14,9,8,8,7,9,3,12
209,E01020793,13,16,14,10,8,20,27,15,12,13,14,21,17,9,14,5,6,8,11,2,4,2,3,1,0,2
210,E01020794,17,19,23,23,14,16,30,10,20,22,10,15,18,10,17,9,7,9,14,9,10,4,3,3,6,14
211,E01020795,21,15,16,20,19,17,20,8,9,15,11,15,5,10,8,10,2,7,2,6,6,4,12,6,4,22
212,E01020695,25,8,24,25,16,23,31,14,22,20,29,16,13,16,14,4,13,8,12,10,2,2,4,2,0,4
213,E01020698,14,20,26,12,16,10,24,16,13,16,11,4,11,8,11,7,7,7,3,4,9,5,4,3,2,4
214,E01020699,11,14,14,14,8,14,19,11,17,9,8,9,8,14,5,6,1,7,3,2,2,4,4,2,3,10
215,E01020700,23,17,19,23,16,23,21,19,24,17,18,20,15,12,15,12,13,9,5,6,6,6,5,2,5,8
216,E01020701,10,16,14,18,15,16,15,17,18,8,7,14,12,21,15,15,12,16,10,8,3,2,5,5,3,12
217,E01020876,24,22,18,30,20,13,26,13,16,23,14,19,16,7,11,16,12,13,12,5,7,7,4,6,3,7
218,E01020878,19,27,21,22,14,20,18,9,18,9,9,13,10,13,7,7,6,5,8,5,5,5,4,4,2,14
219,E01020887,22,31,26,22,23,22,25,13,26,19,11,11,17,11,10,13,14,6,15,8,5,8,2,5,4,10
220,E01020892,13,9,10,9,18,5,14,6,8,12,13,14,9,5,5,5,11,9,10,6,8,9,6,2,0,8
221,E01020894,20,16,13,11,19,18,18,5,10,11,5,10,11,6,7,5,9,6,6,2,2,7,6,3,0,20
222,E01020898,21,15,16,13,13,21,16,14,12,11,14,16,5,12,16,10,10,8,6,7,3,3,7,4,1,11
223,E01020877,22,26,19,18,23,25,23,17,16,16,14,20,17,14,9,14,11,8,12,13,7,14,5,5,4,16
224,E01020879,35,25,36,31,38,24,40,28,18,26,26,24,21,17,16,13,17,10,11,5,12,12,2,4,4,14
225,E01020893,30,24,24,30,28,23,23,15,13,19,14,18,16,12,8,10,6,9,7,12,3,5,2,4,3,48
226,E01020899,14,21,18,26,23,12,24,17,22,22,9,14,8,9,9,10,6,5,7,4,8,4,2,3,1,11
227,E01020903,16,13,19,8,16,18,20,16,14,6,9,7,6,7,3,7,5,4,5,5,6,2,6,4,3,8
228,E01020904,15,15,24,21,18,22,31,22,18,16,19,12,14,18,14,12,11,7,6,7,4,6,3,2,3,7
229,E01020817,27,25,20,32,19,26,25,19,17,24,9,8,6,11,2,11,10,1,5,4,1,4,1,6,0,10
230,E01020818,28,24,23,33,16,19,11,21,25,22,16,16,8,17,10,14,11,10,7,9,5,7,8,5,3,11
231,E01020819,13,12,8,16,11,10,12,13,7,5,6,8,1,7,7,10,10,6,10,4,8,4,2,2,1,10
232,E01020837,42,30,33,36,32,31,50,39,23,18,19,23,11,17,14,10,9,7,8,9,4,6,2,4,3,9
233,E01020843,20,26,30,21,23,31,22,37,28,18,14,11,13,8,18,15,11,15,11,7,6,3,4,3,4,7
234,E01020809,22,10,13,18,24,20,17,14,16,11,16,11,9,7,12,8,4,4,2,6,2,4,7,5,2,5
